country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
GB,United Kingdom,West Dunbartonshire Council,,3/21/2020,-32,9,,-28,-23,
GB,United Kingdom,West Dunbartonshire Council,,3/22/2020,-34,-15,,-17,-23,
GB,United Kingdom,West Dunbartonshire Council,,3/25/2020,-68,-26,,-65,-66,
GB,United Kingdom,West Dunbartonshire Council,,3/26/2020,-68,-27,,-66,-68,
GB,United Kingdom,West Dunbartonshire Council,,3/27/2020,-70,-29,,-66,-69,
GB,United Kingdom,West Dunbartonshire Council,,3/28/2020,-76,-33,,-62,-57,
GB,United Kingdom,West Dunbartonshire Council,,3/29/2020,-75,-43,,-54,-51,
GB,United Kingdom,West Dunbartonshire Council,,3/30/2020,-66,-29,,-64,-70,
GB,United Kingdom,West Dunbartonshire Council,,3/31/2020,-67,-23,,-62,-70,
GB,United Kingdom,West Dunbartonshire Council,,4/1/2020,-67,-22,,-68,-69,
GB,United Kingdom,West Dunbartonshire Council,,4/2/2020,-68,-25,,-65,-70,
GB,United Kingdom,West Dunbartonshire Council,,4/3/2020,-69,-27,,-66,-70,
GB,United Kingdom,West Dunbartonshire Council,,4/4/2020,-74,-29,,-58,-58,
GB,United Kingdom,West Dunbartonshire Council,,4/5/2020,-73,-36,,-48,-50,
GB,United Kingdom,West Dunbartonshire Council,,4/6/2020,-65,-26,,-59,-70,
GB,United Kingdom,West Dunbartonshire Council,,4/7/2020,-66,-22,,-62,-70,
GB,United Kingdom,West Dunbartonshire Council,,4/8/2020,-67,-21,,-62,-68,
GB,United Kingdom,West Dunbartonshire Council,,4/9/2020,-62,-18,,-62,-71,
GB,United Kingdom,West Dunbartonshire Council,,4/10/2020,-66,-24,,-62,-75,
GB,United Kingdom,West Dunbartonshire Council,,4/11/2020,-72,-25,,-55,-57,
GB,United Kingdom,West Dunbartonshire Council,,4/12/2020,-76,-36,,-46,-51,
GB,United Kingdom,West Dunbartonshire Council,,4/13/2020,-69,-35,,-60,-80,
GB,United Kingdom,West Dunbartonshire Council,,4/14/2020,-62,-20,,-62,-69,
GB,United Kingdom,West Dunbartonshire Council,,4/15/2020,-64,-20,,-57,-68,
GB,United Kingdom,West Dunbartonshire Council,,4/16/2020,-66,-21,,-58,-69,
GB,United Kingdom,West Dunbartonshire Council,,4/17/2020,-65,-23,,-59,-67,
GB,United Kingdom,West Dunbartonshire Council,,4/18/2020,-72,-27,,-53,-53,
GB,United Kingdom,West Dunbartonshire Council,,4/19/2020,-68,-33,,-43,-45,
GB,United Kingdom,West Dunbartonshire Council,,4/20/2020,-62,-26,,-52,-67,
GB,United Kingdom,West Dunbartonshire Council,,4/21/2020,-63,-24,,-58,-67,
GB,United Kingdom,West Dunbartonshire Council,,4/22/2020,-64,-23,,-57,-66,
GB,United Kingdom,West Dunbartonshire Council,,4/23/2020,-62,-22,,-56,-67,
GB,United Kingdom,West Dunbartonshire Council,,4/24/2020,-64,-21,,-54,-67,
GB,United Kingdom,West Dunbartonshire Council,,4/25/2020,-70,-22,,-48,-51,
GB,United Kingdom,West Dunbartonshire Council,,4/26/2020,-64,-32,,-41,-47,
GB,United Kingdom,West Lothian,,3/22/2020,-46,2,,-15,-24,
GB,United Kingdom,West Lothian,,3/28/2020,-75,-23,-29,-61,-53,
GB,United Kingdom,West Lothian,,3/29/2020,-74,-29,,-52,-50,
GB,United Kingdom,West Lothian,,4/4/2020,-74,-20,-22,-62,-54,
GB,United Kingdom,West Lothian,,4/5/2020,-71,-21,,-48,-49,
GB,United Kingdom,West Lothian,,4/11/2020,-72,-12,-7,-55,-54,
GB,United Kingdom,West Lothian,,4/12/2020,-75,-27,,-45,-49,
GB,United Kingdom,West Lothian,,4/18/2020,-74,-21,2,-47,-50,
GB,United Kingdom,West Lothian,,4/19/2020,-71,-26,,-33,-46,
GB,United Kingdom,West Lothian,,4/25/2020,-74,-18,,-45,-48,
GB,United Kingdom,West Lothian,,4/26/2020,-70,-22,,-26,-45,
GB,United Kingdom,Windsor and Maidenhead,,2/15/2020,-18,-6,-44,-10,-5,
GB,United Kingdom,Windsor and Maidenhead,,2/16/2020,-21,-4,-49,-25,-6,
GB,United Kingdom,Windsor and Maidenhead,,2/22/2020,-7,-4,-8,-4,-1,
GB,United Kingdom,Windsor and Maidenhead,,2/23/2020,-8,-1,-15,-8,-1,
GB,United Kingdom,Windsor and Maidenhead,,2/29/2020,-4,4,-30,-12,-2,
GB,United Kingdom,Windsor and Maidenhead,,3/1/2020,8,6,16,0,1,
GB,United Kingdom,Windsor and Maidenhead,,3/7/2020,-1,5,0,1,3,
GB,United Kingdom,Windsor and Maidenhead,,3/8/2020,-3,8,-7,-16,0,
GB,United Kingdom,Windsor and Maidenhead,,3/14/2020,-11,11,-12,-18,-4,
GB,United Kingdom,Windsor and Maidenhead,,3/15/2020,-21,12,-33,-30,-5,
GB,United Kingdom,Windsor and Maidenhead,,3/21/2020,-53,8,-24,-51,-27,
GB,United Kingdom,Windsor and Maidenhead,,3/22/2020,-61,-8,-17,-49,-37,
GB,United Kingdom,Windsor and Maidenhead,,3/28/2020,-86,-37,-72,-77,-60,
GB,United Kingdom,Windsor and Maidenhead,,3/29/2020,-88,-42,-74,-79,-62,
GB,United Kingdom,Windsor and Maidenhead,,3/30/2020,-79,-30,-53,-80,-77,
GB,United Kingdom,Windsor and Maidenhead,,3/31/2020,-79,-29,-38,-78,-77,
GB,United Kingdom,Windsor and Maidenhead,,4/1/2020,-80,-34,-47,-79,-77,
GB,United Kingdom,Windsor and Maidenhead,,4/2/2020,-79,-29,-42,-80,-76,
GB,United Kingdom,Windsor and Maidenhead,,4/3/2020,-81,-29,-40,-76,-75,
GB,United Kingdom,Windsor and Maidenhead,,4/4/2020,-86,-36,-59,-73,-60,
GB,United Kingdom,Windsor and Maidenhead,,4/5/2020,-87,-38,-53,-73,-58,
GB,United Kingdom,Windsor and Maidenhead,,4/6/2020,-81,-31,-42,-77,-77,
GB,United Kingdom,Windsor and Maidenhead,,4/7/2020,-79,-27,-37,-75,-77,
GB,United Kingdom,Windsor and Maidenhead,,4/8/2020,-79,-28,-35,-75,-77,
GB,United Kingdom,Windsor and Maidenhead,,4/9/2020,-76,-19,-39,-74,-77,
GB,United Kingdom,Windsor and Maidenhead,,4/10/2020,-83,-34,-43,-79,-85,
GB,United Kingdom,Windsor and Maidenhead,,4/11/2020,-85,-32,-64,-71,-60,
GB,United Kingdom,Windsor and Maidenhead,,4/12/2020,-90,-65,-59,-71,-63,
GB,United Kingdom,Windsor and Maidenhead,,4/13/2020,-83,-40,-43,-83,-88,
GB,United Kingdom,Windsor and Maidenhead,,4/16/2020,-79,-28,-40,-74,-76,
GB,United Kingdom,Windsor and Maidenhead,,4/17/2020,-82,-33,-61,-77,-74,
GB,United Kingdom,Windsor and Maidenhead,,4/18/2020,-83,-35,-66,-71,-56,
GB,United Kingdom,Windsor and Maidenhead,,4/19/2020,-83,-38,-44,-63,-53,
GB,United Kingdom,Windsor and Maidenhead,,4/25/2020,-80,-32,-51,-64,-53,
GB,United Kingdom,Windsor and Maidenhead,,4/26/2020,-81,-34,-38,-58,-51,
GB,United Kingdom,Wokingham,,2/15/2020,-8,-7,-49,-19,-7,
GB,United Kingdom,Wokingham,,2/16/2020,-12,-8,-52,-12,-6,
GB,United Kingdom,Wokingham,,2/22/2020,-2,-5,-17,-4,-4,
GB,United Kingdom,Wokingham,,2/23/2020,-1,-2,-17,29,-2,
GB,United Kingdom,Wokingham,,2/29/2020,2,-1,-46,-5,-2,
GB,United Kingdom,Wokingham,,3/1/2020,4,0,-3,11,0,
GB,United Kingdom,Wokingham,,3/7/2020,3,-5,-7,-3,2,
GB,United Kingdom,Wokingham,,3/8/2020,1,-2,-12,9,-1,
GB,United Kingdom,Wokingham,,3/14/2020,-2,1,1,-18,-4,
GB,United Kingdom,Wokingham,,3/15/2020,-11,-2,-29,-10,-9,
GB,United Kingdom,Wokingham,,3/21/2020,-45,-8,6,-46,-28,
GB,United Kingdom,Wokingham,,3/22/2020,-55,-25,35,-34,-36,
GB,United Kingdom,Wokingham,,3/28/2020,-79,-46,-28,-72,-60,
GB,United Kingdom,Wokingham,,3/29/2020,-81,-52,-26,-66,-61,
GB,United Kingdom,Wokingham,,4/4/2020,-77,-42,-14,-67,-60,
GB,United Kingdom,Wokingham,,4/5/2020,-79,-50,2,-59,-59,
GB,United Kingdom,Wokingham,,4/10/2020,-77,-43,18,-73,-88,
GB,United Kingdom,Wokingham,,4/11/2020,-77,-40,-13,-67,-61,
GB,United Kingdom,Wokingham,,4/12/2020,-85,-75,3,-60,-66,
GB,United Kingdom,Wokingham,,4/13/2020,-75,-49,,-78,-90,
GB,United Kingdom,Wokingham,,4/18/2020,-77,-43,-19,-70,-57,
GB,United Kingdom,Wokingham,,4/19/2020,-76,-47,36,-51,-56,
GB,United Kingdom,Wokingham,,4/25/2020,-73,-39,9,-65,-57,
GB,United Kingdom,Wokingham,,4/26/2020,-73,-42,38,-48,-54,
GB,United Kingdom,Wrexham Principal Area,,2/16/2020,-8,-8,-34,-10,-5,
GB,United Kingdom,Wrexham Principal Area,,2/23/2020,-4,-4,-2,9,-1,
GB,United Kingdom,Wrexham Principal Area,,3/1/2020,6,1,19,4,2,
GB,United Kingdom,Wrexham Principal Area,,3/8/2020,7,1,25,4,0,
GB,United Kingdom,Wrexham Principal Area,,3/15/2020,-8,3,5,-9,-1,
GB,United Kingdom,Wrexham Principal Area,,3/21/2020,-43,9,9,-33,-22,
GB,United Kingdom,Wrexham Principal Area,,3/22/2020,-50,-12,14,-10,-22,
GB,United Kingdom,Wrexham Principal Area,,3/28/2020,-81,-37,-53,-70,-50,
GB,United Kingdom,Wrexham Principal Area,,3/29/2020,-83,-43,-45,-64,-48,
GB,United Kingdom,Wrexham Principal Area,,4/4/2020,-78,-34,-42,-61,-52,
GB,United Kingdom,Wrexham Principal Area,,4/5/2020,-78,-40,-36,-57,-46,
GB,United Kingdom,Wrexham Principal Area,,4/10/2020,-75,-34,-20,-62,-78,
GB,United Kingdom,Wrexham Principal Area,,4/11/2020,-78,-27,-31,-56,-53,
GB,United Kingdom,Wrexham Principal Area,,4/12/2020,-91,-65,-41,-57,-52,
GB,United Kingdom,Wrexham Principal Area,,4/13/2020,-75,-37,,-61,-81,
GB,United Kingdom,Wrexham Principal Area,,4/18/2020,-79,-36,-57,-63,-49,
GB,United Kingdom,Wrexham Principal Area,,4/19/2020,-76,-37,-19,-42,-41,
GB,United Kingdom,Wrexham Principal Area,,4/25/2020,-75,-30,-20,-48,-46,
GB,United Kingdom,Wrexham Principal Area,,4/26/2020,-77,-36,-33,-44,-40,
